seq,timestamp_ms,ax,ay,az,gx,gy,gz
3772,215345,3871,5069,-4912,-19,0,-46
3773,215414,3927,5078,-5027,30,-57,-9
3774,215433,3818,5024,-4843,34,-67,6
3775,215450,3927,5009,-4787,76,-56,33
3776,215467,4009,5029,-4862,104,-50,34
3777,215519,3894,5161,-4931,30,-1,8
3778,215550,3795,5142,-4937,10,29,-17
3779,215566,3864,5122,-5146,-1,29,-20
3780,215584,3948,5078,-5239,-47,26,-30
3781,215600,3931,5048,-5194,-55,11,-35
3782,215617,3966,5031,-5245,-11,-38,-28
3783,215638,3862,5067,-5255,11,-92,-23
3784,215678,3718,4934,-4859,78,-130,21
3785,215731,3811,5074,-5049,-75,-13,20
3786,215749,3911,5048,-4944,-142,28,20
3787,215768,3980,5040,-5158,-128,26,20
3788,215786,3920,5016,-5275,-128,0,23
3789,215852,3860,5142,-4969,-72,-87,35
3790,215876,3748,5220,-5062,-97,-86,25
3791,215891,3747,5206,-4986,-128,-82,27
3792,215907,3674,5138,-4802,-130,-67,30
3793,215923,3755,5135,-4780,-102,-65,34
3794,215943,3864,5192,-4945,-60,-49,21
3795,215968,3931,5168,-4978,-80,-26,5
3796,216017,3850,5142,-4906,-74,-12,-6
3797,216042,3791,5135,-4970,-50,-10,13
3798,216058,3769,5145,-5022,-36,-12,16
3799,216073,3735,5156,-4995,-49,-12,30
3800,216093,3803,5165,-4895,-45,-11,45
3801,216119,3848,5215,-4898,0,-11,49
3802,216173,3857,5210,-4974,-22,0,54
3803,216194,3821,5242,-5011,-30,-2,46
3804,216212,3840,5248,-4990,-44,-6,44
3805,216228,3825,5205,-4967,-54,-7,41
3806,216282,3915,5195,-5101,-82,-64,40
3807,216302,3908,5139,-4971,-69,-87,44
3808,216318,3909,5136,-4962,-28,-105,41
3809,216333,3854,5251,-5024,29,-130,30
3810,216349,3850,5252,-5022,45,-144,35
3811,216365,3719,5239,-4747,20,-129,30
3812,216381,3686,5171,-4598,20,-113,31
3813,216416,3714,5316,-4940,8,3,-10
3814,216473,3886,5087,-4870,-122,45,2
3815,216492,3841,4998,-4782,-34,30,20
3816,216509,3981,5019,-4843,25,36,37
3817,216526,3939,5180,-5151,16,45,23
3818,216593,3676,5252,-4859,-18,-16,66
3819,216625,3836,5303,-4966,52,-40,62
3820,216642,3978,5290,-4887,19,-37,51
3821,216659,3984,5299,-4756,12,-21,16
3822,216677,3957,5245,-4634,34,1,4
3823,216737,3859,5230,-5014,41,81,-32
3824,216766,3910,5148,-4992,-21,84,-29
3825,216784,3863,5130,-4951,10,62,-32
3826,216802,3846,5139,-4963,51,37,-21
3827,216818,3826,5117,-4959,51,32,-18
3828,216844,3804,5122,-4916,30,35,1
3829,216870,3852,5159,-4944,7,44,8
3830,216931,3929,5181,-5044,7,19,9
3831,216948,3921,5195,-5108,-3,12,8
3832,216966,3887,5246,-5231,-23,-21,-2
3833,216991,3775,5226,-5146,-59,-62,-2
3834,217057,3897,5239,-5168,9,-125,-9
3835,217074,3774,5217,-4946,-55,-121,0
3836,217092,3726,5146,-4805,-55,-118,4
3837,217118,3612,5011,-4660,0,-75,27
3838,217136,3775,5059,-4810,-21,-14,42
3839,217176,4048,5133,-5041,-104,44,48
3840,217223,3824,5149,-4910,-51,22,48
3841,217242,3707,5270,-5029,-5,3,63
3842,217260,3785,5043,-4945,-34,-2,87
3843,217285,3766,5061,-4722,-33,19,83
3844,217345,4047,5345,-5104,18,17,78
3845,217368,3936,5332,-4927,-4,-8,40
3846,217386,3901,5291,-4944,12,-18,32
3847,217403,3849,5248,-4828,7,-20,12
3848,217420,3947,5115,-4766,27,-7,6
3849,217443,4082,5175,-4885,27,14,-16
3850,217514,3790,5160,-4809,-36,9,-64
3851,217533,3783,5069,-4870,6,8,-51
3852,217551,3841,5037,-4771,-7,24,-41
3853,217567,3911,5017,-4806,0,36,-29
3854,217612,3938,5109,-4984,-20,53,1
3855,217653,3795,5141,-4998,6,26,32
3856,217677,3776,5168,-4997,-3,9,40
3857,217695,3799,5160,-4942,3,-12,47
3858,217712,3883,5153,-4840,9,-21,57
3859,217730,3979,5132,-4801,17,-19,67
3860,217751,4069,5121,-4767,39,-5,60
3861,217782,4058,5210,-5021,15,20,44
3862,217803,3976,5189,-4945,-55,33,37
3863,217856,3862,5266,-5081,-81,31,6
3864,217873,3833,5263,-5103,-104,18,3
3865,217907,4090,5229,-5026,-106,-53,8
3866,217950,4048,5278,-5070,-125,-122,-28
3867,217966,3895,5227,-4846,-163,-136,-37
3868,217982,3808,5192,-4734,-172,-145,-35
3869,217998,3772,5192,-4698,-135,-145,-25
3870,218013,3736,5202,-4739,-120,-139,-19
3871,218029,3810,5161,-4761,-100,-136,7
3872,218083,3981,5250,-4847,-31,-115,21
3873,218123,3961,5225,-4843,-89,-95,31
3874,218139,3730,5361,-4933,-95,-81,1
3875,218154,3649,5348,-4939,-121,-85,16
3876,218174,3584,5341,-4917,-155,-85,38
3877,218239,3894,5356,-5181,-232,-146,69
3878,218262,3936,5412,-5157,-301,-219,76
3879,218279,3919,5501,-5177,-295,-259,72
3880,218297,3671,5374,-5003,-353,-308,74
3881,218313,3586,5260,-4480,-371,-311,100
3882,218329,3610,5338,-4397,-313,-311,103
3883,218388,3715,5598,-4823,-401,-294,122
3884,218414,3695,5662,-4749,-428,-338,131
3885,218434,3748,5655,-4695,-404,-381,133
3886,218450,3654,5614,-4641,-388,-387,120
3887,218466,3595,5559,-4390,-342,-391,121
3888,218504,3634,5740,-4825,-376,-387,93
3889,218538,3547,5950,-4631,-506,-351,54
3890,218564,3567,5821,-4182,-460,-352,52
3891,218580,3561,5830,-4237,-422,-351,41
3892,218595,3434,5904,-4456,-376,-363,9
3893,218616,3291,5916,-4497,-444,-345,16
3894,218653,3361,6015,-4304,-472,-317,-9
3895,218691,3374,6049,-4048,-511,-260,-36
3896,218720,3234,6274,-3805,-451,-204,-62
3897,218735,3243,6280,-3729,-434,-193,-55
3898,218751,3304,6192,-3685,-357,-154,-61
3899,218767,3158,6301,-3824,-285,-120,-86
3900,218790,3148,6287,-3738,-292,-69,-85
3901,218822,3177,6177,-3441,-209,18,-68
3902,218856,3143,6276,-3624,-51,80,-58
3903,218882,3146,6278,-3721,37,105,-21
3904,218906,3091,6339,-3893,89,135,-23
3905,218922,3038,6199,-3840,81,148,-2
3906,218941,3003,6127,-3753,92,168,5
3907,218961,3027,6209,-3645,197,191,45
3908,218991,3350,6101,-3955,348,194,97
3909,219029,3326,6116,-4011,364,221,99
3910,219054,3425,6129,-4128,470,211,114
3911,219070,3438,6166,-4318,502,188,105
3912,219101,3189,6102,-4305,393,156,92
3913,219137,3395,5800,-4209,322,210,110
3914,219162,3516,5874,-4504,275,226,90
3915,219181,3610,6003,-4473,208,234,92
3916,219196,3711,6006,-4227,257,214,103
3917,219212,3733,5905,-4233,332,191,100
3918,219228,3705,5996,-4438,467,150,67
3919,219292,3502,5703,-4337,212,154,10
3920,219317,3643,5724,-4515,319,157,-3
3921,219334,3682,5704,-4639,318,157,-4
3922,219350,3777,5638,-4595,294,161,-9
3923,219366,3868,5651,-4623,292,165,-34
3924,219389,3870,5608,-4648,288,168,-47
3925,219446,3771,5578,-4901,95,196,-127
3926,219471,3566,5622,-4707,112,201,-119
3927,219487,3636,5542,-4618,106,174,-103
3928,219503,3731,5466,-4579,167,162,-95
3929,219519,3752,5486,-4738,168,144,-98
3930,219544,3831,5405,-4864,145,142,-98
3931,219603,3674,5485,-4678,84,126,-93
3932,219628,3710,5431,-4764,83,125,-83
3933,219644,3700,5469,-4715,58,121,-74
3934,219660,3740,5390,-4694,72,108,-66
3935,219675,3742,5431,-4670,80,103,-70
3936,219699,3746,5454,-4743,102,93,-62
3937,219773,3662,5426,-4742,32,51,-23
3938,219789,3670,5414,-4742,31,46,-21
3939,219805,3699,5441,-4809,15,38,-15
3940,219821,3705,5447,-4816,7,30,-7
3941,219871,3711,5483,-4734,-5,0,12
3942,219908,3698,5430,-4732,-38,-14,34
3943,219924,3734,5424,-4675,-37,-20,39
3944,219940,3745,5413,-4673,-32,-24,40
3945,219955,3743,5467,-4681,-10,-30,41
3946,219971,3780,5447,-4697,-3,-34,45
3947,219993,3832,5487,-4745,-2,-37,44
3948,220065,3747,5472,-4674,-17,-40,37
3949,220083,3749,5467,-4692,-12,-37,31
3950,220098,3757,5481,-4664,-11,-38,32
3951,220114,3783,5479,-4687,3,-35,33
3952,220137,3790,5455,-4689,-4,-34,37
3953,220206,3760,5453,-4676,-6,-25,29
3954,220223,3719,5446,-4658,1,-22,25
3955,220238,3764,5439,-4733,7,-25,31
3956,220255,3804,5444,-4767,10,-26,30
3957,220271,3781,5456,-4738,-11,-24,22
3958,220287,3775,5470,-4677,-12,-24,25
3959,220359,3762,5432,-4679,-18,-11,17
3960,220380,3806,5408,-4649,9,-11,17
3961,220395,3791,5433,-4710,24,-12,13
3962,220411,3762,5478,-4816,27,-11,8
3963,220427,3740,5483,-4809,1,-11,8
3964,220470,3745,5414,-4663,-11,-9,7
3965,220513,3749,5455,-4773,5,-3,-2
3966,220529,3748,5451,-4755,-5,-3,1
3967,220545,3781,5426,-4721,-5,-5,3
3968,220561,3742,5427,-4711,-4,-1,-1
3969,220585,3739,5406,-4731,10,-1,1
3970,220648,3773,5423,-4705,1,3,1
3971,220676,3734,5430,-4760,8,2,1
3972,220693,3711,5423,-4737,5,4,2
3973,220709,3747,5394,-4780,11,4,13
3974,220725,3712,5438,-4774,-6,6,6
3975,220750,3762,5410,-4750,-12,5,12
3976,220809,3768,5408,-4723,1,3,15
3977,220830,3745,5424,-4784,-1,3,8
3978,220846,3763,5433,-4775,-3,4,9
3979,220862,3760,5450,-4741,-16,7,8
3980,220877,3758,5427,-4723,-2,2,9
3981,220940,3734,5455,-4794,-9,0,2
3982,220964,3742,5410,-4754,-10,1,9
3983,220983,3779,5442,-4759,-15,1,1
3984,221001,3744,5437,-4718,-19,3,4
3985,221018,3757,5421,-4703,-17,0,6
3986,221035,3775,5441,-4746,-13,5,2
3987,221100,3784,5437,-4674,-3,-5,-1
3988,221126,3753,5456,-4758,-2,2,-8
3989,221142,3790,5420,-4753,-11,4,-7
3990,221157,3755,5425,-4726,-18,5,-10
3991,221174,3740,5419,-4706,2,2,-6
3992,221201,3726,5402,-4752,5,3,0
3993,221262,3781,5428,-4716,9,5,-2
3994,221278,3767,5444,-4749,13,8,-2
3995,221294,3727,5419,-4737,1,9,-1
3996,221310,3731,5406,-4746,0,10,1
3997,221326,3756,5417,-4759,0,14,2
3998,221396,3764,5421,-4729,19,9,5
3999,221416,3765,5442,-4748,8,10,-2
4000,221432,3767,5432,-4745,1,11,0
4001,221448,3767,5424,-4730,1,17,0
4002,221464,3754,5423,-4710,4,16,-1
4003,221479,3742,5418,-4761,15,12,1
4004,221530,3764,5403,-4728,-3,13,2
4005,221572,3762,5419,-4738,0,9,1
4006,221589,3756,5429,-4745,-6,13,1
4007,221610,3760,5416,-4749,-1,12,2
4008,221636,3772,5422,-4757,5,14,1
4009,221700,3757,5426,-4767,6,6,1
4010,221718,3752,5424,-4783,5,5,3
4011,221736,3737,5403,-4759,-1,4,3
4012,221752,3749,5368,-4742,6,2,9
4013,221768,3780,5396,-4755,11,3,7
4014,221791,3793,5424,-4756,9,5,4
4015,221856,3781,5417,-4727,2,7,0
4016,221876,3749,5435,-4752,5,9,-6
4017,221892,3736,5427,-4746,0,12,-6
4018,221908,3775,5430,-4746,2,10,-7
4019,221924,3778,5423,-4769,-5,10,-12
4020,221955,3796,5407,-4744,7,3,-11
4021,222007,3731,5421,-4732,-3,-2,-15
4022,222023,3730,5412,-4733,-5,-2,-14
4023,222038,3777,5416,-4746,4,-1,-15
4024,222054,3802,5442,-4789,4,-3,-21
4025,222070,3786,5436,-4749,-1,-2,-26
4026,222094,3763,5441,-4742,0,-4,-28
4027,222159,3717,5420,-4749,-7,-1,-34
4028,222181,3694,5430,-4761,0,-1,-36
4029,222197,3711,5427,-4744,-1,-2,-31
4030,222213,3699,5425,-4742,2,-3,-31
4031,222236,3736,5416,-4755,8,-5,-18
4032,222305,3653,5437,-4766,9,-7,-19
4033,222323,3620,5483,-4744,6,-9,-18
4034,222341,3688,5455,-4750,6,-12,-11
4035,222359,3720,5439,-4743,7,-7,-20
4036,222377,3741,5459,-4775,11,-6,-23
4037,222420,3671,5459,-4714,3,4,-25
4038,222467,3683,5445,-4808,8,9,-19
4039,222483,3644,5430,-4774,-2,12,-17
4040,222498,3661,5416,-4756,0,13,-15
4041,222515,3670,5427,-4743,9,13,-16
4042,222531,3643,5451,-4749,15,16,-6
4043,222554,3634,5436,-4767,6,20,1
4044,222584,3707,5393,-4804,8,18,12
4045,222610,3716,5414,-4809,18,14,14
4046,222660,3645,5463,-4815,18,10,25
4047,222676,3657,5450,-4811,-2,13,30
4048,222718,3728,5401,-4783,6,7,27
4049,222756,3739,5465,-4743,13,12,26
4050,222772,3757,5446,-4751,12,13,25
4051,222788,3749,5440,-4776,1,21,20
4052,222804,3747,5443,-4799,-3,21,15
4053,222819,3694,5425,-4793,-1,19,11
4054,222876,3716,5448,-4804,8,15,3
4055,222907,3743,5411,-4741,-2,15,-1
4056,222926,3716,5401,-4775,8,18,-1
4057,222942,3722,5396,-4808,7,20,2
4058,222957,3750,5374,-4852,7,20,3
4059,222973,3722,5395,-4824,-2,20,4
4060,223040,3745,5402,-4817,4,10,8
4061,223066,3753,5412,-4758,-2,11,10
4062,223081,3749,5416,-4801,7,8,2
4063,223097,3707,5435,-4825,10,8,2
4064,223113,3709,5404,-4756,-13,7,11
4065,223129,3747,5372,-4786,2,5,10
4066,223176,3766,5367,-4807,-3,8,8
4067,223215,3701,5399,-4746,-8,1,14
4068,223232,3745,5404,-4787,4,-3,13
4069,223248,3757,5405,-4823,8,-2,12
4070,223264,3780,5398,-4825,-1,2,11
4071,223279,3786,5410,-4814,-11,2,10
4072,223355,3755,5419,-4859,-5,2,0
4073,223374,3784,5387,-4783,-15,3,1
4074,223390,3775,5398,-4736,-11,3,-2
4075,223406,3715,5409,-4731,1,5,-4
4076,223421,3739,5416,-4757,4,9,-1
4077,223438,3755,5425,-4843,-6,8,-3
4078,223503,3784,5379,-4813,11,8,2
4079,223528,3753,5416,-4794,-22,9,3
4080,223544,3720,5403,-4750,-27,7,4
4081,223559,3738,5398,-4753,-3,2,8
4082,223575,3717,5407,-4765,-8,2,7
4083,223626,3784,5404,-4801,-3,3,9
4084,223670,3735,5420,-4746,0,-3,5
4085,223686,3733,5427,-4750,1,-2,3
4086,223701,3761,5424,-4760,1,0,2
4087,223717,3781,5420,-4807,-3,0,-1
4088,223741,3755,5403,-4798,-20,4,-6
4089,223813,3755,5385,-4774,-4,3,4
4090,223830,3764,5396,-4784,-7,3,1
4091,223848,3755,5391,-4774,-9,6,1
4092,223865,3763,5427,-4779,-8,6,-3
4093,223880,3707,5413,-4721,-12,7,4
4094,223924,3754,5413,-4791,2,4,5
4095,223966,3763,5419,-4773,-9,8,-4
4096,223984,3728,5436,-4731,-14,6,-4
4097,224001,3727,5427,-4744,-6,5,0
4098,224017,3712,5439,-4792,-5,5,-1
4099,224044,3766,5392,-4771,-12,2,7
4100,224106,3718,5414,-4721,-16,4,8
4101,224125,3729,5415,-4768,-1,-1,19
4102,224143,3773,5424,-4810,3,-3,18
4103,224159,3775,5446,-4779,-6,-1,14
4104,224175,3749,5415,-4693,-2,0,9
4105,224198,3759,5435,-4745,12,2,5
4106,224226,3781,5457,-4728,-12,7,1
4107,224248,3767,5431,-4729,0,7,0
4108,224292,3759,5409,-4760,0,13,-7
4109,224311,3741,5399,-4744,-9,15,-3
4110,224327,3750,5401,-4756,-5,13,-4
4111,224379,3772,5408,-4815,21,6,6
4112,224416,3796,5412,-4783,-1,11,3
4113,224432,3762,5423,-4744,-8,13,2
4114,224448,3732,5391,-4698,0,11,8
4115,224464,3747,5400,-4709,15,10,7
4116,224480,3754,5437,-4759,27,10,3
4117,224534,3795,5391,-4744,9,13,1
4118,224575,3763,5381,-4737,8,12,0
4119,224592,3727,5414,-4799,10,12,3
4120,224612,3760,5386,-4793,4,11,6
4121,224653,3747,5401,-4768,3,8,5
4122,224689,3771,5403,-4777,0,6,5
4123,224718,3767,5399,-4765,-5,5,10
4124,224736,3784,5379,-4745,6,3,15
4125,224755,3790,5386,-4789,15,2,11
4126,224772,3796,5397,-4794,11,4,10
4127,224814,3747,5396,-4724,-6,1,8
4128,224863,3811,5401,-4839,10,0,8
4129,224880,3806,5394,-4825,0,0,8
4130,224896,3801,5379,-4766,-19,-2,4
4131,224914,3741,5370,-4749,-6,-2,8
4132,224932,3737,5372,-4742,-10,-2,7
4133,224998,3821,5391,-4724,-1,-4,2
4138,225143,3772,5384,-4809,-2,2,-6
4134,225024,3776,5424,-4753,7,-4,-3
4135,225041,3772,5408,-4786,-2,1,-2
4136,225058,3781,5404,-4775,-13,1,-5
4137,225084,3752,5378,-4778,-6,2,-7
4138,225143,3772,5384,-4809,-2,2,-6
4139,225164,3738,5379,-4781,-13,2,-2
4140,225180,3770,5366,-4750,-4,-2,0
4141,225196,3736,5373,-4760,-1,-2,1
4142,225212,3773,5380,-4814,7,-3,6
4143,225228,3814,5396,-4822,6,-5,3
4144,225295,3783,5408,-4788,17,-3,-1
4145,225320,3783,5393,-4779,3,5,-5
4146,225336,3796,5388,-4774,5,5,-7
4147,225355,3790,5390,-4768,6,9,-18
4148,225371,3741,5418,-4801,8,9,-16
4149,225395,3754,5380,-4808,0,10,-12
4150,225465,3783,5374,-4814,3,9,-15
4151,225482,3790,5384,-4804,-5,8,-17
4152,225498,3730,5380,-4789,-6,8,-15
4153,225514,3740,5385,-4782,-1,8,-15
4154,225530,3721,5397,-4773,-5,6,-15
4155,225593,3800,5361,-4813,4,3,-9
4156,225627,3718,5416,-4780,-8,-1,-13
4157,225645,3737,5388,-4757,4,-1,-10
4158,225661,3743,5391,-4780,9,-2,-12
4159,225685,3736,5408,-4827,3,1,-16
4160,225745,3725,5429,-4761,-15,4,-22
4161,225768,3713,5394,-4776,4,3,-14
4162,225788,3743,5396,-4825,-1,7,-12
4163,225803,3765,5399,-4823,-2,5,-14
4164,225819,3775,5411,-4779,-6,2,-19
4165,225849,3658,5407,-4767,5,0,-16
4166,225904,3728,5404,-4806,-3,4,-12
4167,225924,3755,5407,-4781,-3,4,-15
4168,225940,3720,5417,-4807,1,2,-16
4169,225956,3704,5419,-4813,-2,5,-14
4170,225972,3687,5416,-4784,-11,2,-12
4171,225995,3673,5423,-4760,-8,2,-10
4172,226069,3729,5445,-4832,-1,7,-5
4173,226085,3675,5413,-4755,-11,8,1
4174,226100,3671,5408,-4714,-10,6,1
4175,226116,3681,5400,-4738,15,6,4
4176,226132,3703,5426,-4842,27,6,2
4177,226191,3724,5407,-4768,2,11,-2
4178,226218,3714,5414,-4779,10,7,7
4179,226234,3734,5422,-4820,10,8,5
4180,226250,3733,5421,-4813,8,8,2
4181,226266,3686,5411,-4789,0,11,1
4182,226281,3707,5422,-4782,-4,13,2
4183,226348,3732,5412,-4788,7,13,0
4184,226376,3697,5405,-4809,2,13,4
4185,226392,3716,5406,-4765,0,14,4
4186,226408,3735,5382,-4770,11,13,5
4187,226423,3738,5402,-4820,15,13,1
4188,226453,3693,5395,-4794,1,13,6
4189,226474,3714,5399,-4770,5,12,7
4190,226530,3743,5389,-4822,9,11,4
4191,226553,3712,5422,-4798,-10,11,4
4192,226570,3707,5364,-4776,1,8,7
4193,226605,3712,5386,-4827,13,10,10
4194,226654,3753,5392,-4803,4,4,14
4195,226670,3703,5394,-4740,11,4,11
4196,226686,3682,5400,-4738,14,5,13
4197,226702,3719,5419,-4833,16,5,15
4198,226718,3742,5422,-4860,8,5,13
4199,226734,3771,5392,-4815,-6,11,11
4200,226802,3725,5384,-4799,-1,12,10
4201,226828,3734,5388,-4832,-10,11,6
4202,226843,3707,5355,-4743,-21,13,13
4203,226860,3750,5346,-4733,-12,13,17
4204,226876,3764,5371,-4805,8,16,15
4205,226935,3776,5393,-4768,9,9,20
4206,226958,3780,5384,-4824,23,6,17
4207,226978,3762,5382,-4854,9,8,11
4208,226996,3766,5404,-4841,-13,8,2
4209,227013,3740,5389,-4806,-18,9,2
4210,227038,3814,5377,-4767,5,5,5
4211,227094,3768,5347,-4811,-16,11,2
4212,227125,3760,5346,-4756,-10,7,4
4213,227142,3758,5378,-4797,8,6,7
4214,227160,3790,5390,-4809,8,3,10
4215,227177,3799,5393,-4828,-5,7,4
4216,227213,3759,5380,-4785,-18,6,1
4217,227260,3760,5344,-4784,-10,0,9
4218,227276,3752,5353,-4764,-9,-2,11
4219,227292,3773,5347,-4821,1,-4,16
4220,227308,3801,5361,-4818,-1,-4,14
4221,227323,3793,5364,-4787,-7,-5,17
4222,227349,3774,5336,-4793,-1,-6,21
4223,227414,3808,5394,-4851,4,-9,15
4224,227437,3807,5406,-4782,-13,-6,14
4225,227455,3793,5374,-4749,-11,-4,10
4226,227471,3761,5407,-4783,0,-2,2
4227,227495,3798,5395,-4815,-11,-2,6
4228,227544,3769,5373,-4777,-12,-4,-15
4229,227576,3748,5394,-4805,-9,-2,-19
4230,227592,3787,5389,-4805,-11,0,-18
4231,227614,3804,5394,-4726,-25,7,-25
4232,227631,3839,5413,-4740,-13,6,-28
4233,227691,3707,5339,-4701,-22,24,-34
4234,227718,3670,5269,-4689,-10,37,-5
4235,227735,3736,5307,-4769,11,40,8
4236,227751,3781,5349,-4815,19,40,12
4237,227767,3875,5416,-4880,26,33,12
4238,227782,3911,5473,-4906,24,26,3
4239,227838,3650,5415,-4759,-51,13,-32
4240,227870,3625,5361,-4745,-61,3,-23
4241,227885,3649,5316,-4687,-57,1,-13
4242,227901,3754,5275,-4920,-17,-18,14
4243,227917,3765,5342,-4866,-42,-18,8
4244,227934,3816,5366,-4854,-37,-34,29
4245,228002,3752,5454,-4743,-41,-42,42
4246,228027,3737,5446,-4618,-54,-35,34
4247,228043,3741,5430,-4778,-26,-34,32
4248,228059,3714,5449,-4728,-45,-28,29
4249,228082,3882,5419,-4727,-26,-29,34
4250,228141,3700,5432,-4728,3,4,35
4251,228161,3787,5459,-4902,-16,2,31
4252,228177,3744,5468,-4804,-53,8,24
4253,228193,3712,5427,-4580,-45,8,28
4254,228209,3754,5412,-4537,-16,7,28
4255,228224,3846,5475,-4768,36,4,19
4256,228246,3862,5557,-4889,-8,5,4
4257,228303,3647,5318,-4581,-16,4,0
4258,228335,3783,5404,-4758,-1,9,2
4259,228352,3821,5345,-4688,-3,10,14
4260,228368,3990,5416,-4681,36,1,9
4261,228396,3741,5379,-4645,29,8,12
4262,228461,3733,5457,-4840,26,33,34
4263,228478,3808,5480,-4771,23,24,26
4264,228494,3795,5459,-4751,33,16,20
4265,228510,3843,5485,-4794,37,8,6
4266,228525,3838,5468,-4779,19,11,0
4267,228587,3853,5382,-4820,11,32,-20
4268,228619,3704,5372,-4814,-31,22,-18
4269,228635,3656,5367,-4724,-43,23,-11
4270,228651,3692,5312,-4729,2,2,7
4271,228666,3797,5327,-4785,17,-5,9
4272,228682,3883,5388,-4752,10,-4,12
4273,228737,3843,5459,-4774,27,4,-6
4274,228768,3776,5420,-4690,-14,16,-14
4275,228783,3794,5409,-4686,11,16,-22
4276,228799,3814,5409,-4766,27,13,-27
4277,228815,3850,5438,-4820,15,13,-39
4278,228831,3814,5376,-4760,-15,14,-43
4279,228846,3782,5342,-4719,-21,17,-39
4280,228898,3784,5306,-4825,0,14,-6
4281,228942,3754,5371,-4764,4,-14,20
4282,228958,3764,5385,-4776,4,-14,23
4283,228974,3807,5390,-4785,0,-20,28
4284,228990,3801,5381,-4770,-5,-20,29
4285,229029,3801,5411,-4753,-10,-18,26
4286,229057,3839,5405,-4752,-14,-17,15
4287,229077,3819,5411,-4725,-26,-12,8
4288,229103,3802,5377,-4679,-14,-10,8
4289,229119,3797,5410,-4769,-3,-11,4
4290,229142,3814,5407,-4781,-16,-4,5
4291,229205,3751,5420,-4718,-28,-3,-3
4292,229223,3743,5373,-4715,-21,-5,0
4293,229239,3751,5394,-4738,-22,-3,4
4294,229255,3775,5401,-4735,-17,-2,8
4295,229272,3860,5401,-4762,-5,-6,7
4296,229298,3774,5445,-4782,-2,-15,-16
4297,229355,3762,5370,-4726,-3,-10,12
4298,229378,3832,5396,-4787,0,-3,18
4299,229399,3803,5419,-4766,-6,-2,18
4300,229416,3750,5375,-4726,-10,-4,30
4301,229439,3800,5384,-4709,7,-2,35
4302,229493,3774,5420,-4673,-21,4,19
4303,229519,3770,5371,-4654,-5,6,18
4304,229535,3788,5347,-4735,5,11,19
4305,229551,3861,5402,-4753,5,17,14
4306,229567,3879,5417,-4737,9,18,11
4307,229588,3840,5428,-4726,22,15,2
4308,229645,3759,5361,-4728,6,23,-25
4309,229679,3775,5364,-4733,17,25,-14
4310,229695,3851,5404,-4823,30,20,-11
4311,229711,3857,5411,-4849,18,19,-13
4312,229726,3819,5415,-4796,-7,16,-16
4313,229754,3772,5378,-4744,-9,10,-12
4314,229805,3835,5396,-4760,-3,1,-7
4315,229832,3867,5416,-4750,5,1,-15
4316,229847,3866,5455,-4765,-5,1,-25
4317,229863,3853,5466,-4746,-11,2,-27
4318,229879,3780,5428,-4689,-21,6,-35
4319,229926,3775,5386,-4730,-15,11,-41
4320,229959,3791,5417,-4750,8,8,-41
4321,229975,3791,5405,-4761,9,8,-42
4322,229991,3787,5382,-4756,-6,9,-39
4323,230006,3767,5391,-4773,-8,9,-39
4324,230022,3704,5370,-4724,-14,9,-32
4325,230044,3707,5370,-4722,5,5,-22
4326,230107,3731,5442,-4752,-1,6,-8
4327,230128,3732,5415,-4730,-3,2,1
4328,230144,3769,5406,-4712,14,-5,3
4329,230160,3758,5423,-4726,32,-4,2
4330,230176,3795,5412,-4727,34,-5,3
4331,230243,3763,5453,-4740,13,13,-22
4332,230262,3757,5482,-4746,17,11,-35
4333,230279,3736,5462,-4769,17,13,-41
4334,230295,3720,5463,-4790,1,17,-47
4335,230311,3727,5443,-4788,-12,18,-49
4336,230326,3744,5413,-4781,-17,18,-48
4337,230370,3686,5369,-4754,-9,11,-43
4338,230413,3685,5407,-4775,-15,7,-24
4339,230428,3672,5386,-4721,-22,8,-17
4340,230444,3690,5361,-4698,4,3,-7
4341,230460,3699,5395,-4724,17,2,-3
4342,230479,3721,5425,-4823,24,1,6
4343,230532,3694,5421,-4730,-2,0,22
4344,230565,3733,5425,-4765,1,5,28
4345,230581,3752,5414,-4769,2,7,27
4346,230597,3692,5425,-4777,-9,9,28
4347,230621,3694,5405,-4770,-26,9,40
4348,230644,3703,5395,-4749,-20,8,42
4349,230705,3752,5443,-4785,-3,-2,56
4350,230725,3792,5438,-4712,-7,-1,57
4351,230741,3796,5455,-4740,5,-8,48
4352,230757,3792,5474,-4782,11,-10,43
4353,230773,3791,5449,-4761,1,-8,38
4354,230840,3834,5488,-4750,1,5,-14
4355,230862,3757,5452,-4708,-19,15,-25
4356,230880,3737,5432,-4721,-18,21,-30
4357,230897,3757,5421,-4774,-13,22,-32
4358,230914,3791,5398,-4809,-16,19,-33
4359,230950,3738,5366,-4681,-20,14,-25
4360,231001,3734,5398,-4788,-19,0,-5
4361,231019,3715,5390,-4733,-22,-4,-6
4362,231035,3724,5387,-4712,-7,-8,1
4363,231051,3734,5420,-4742,3,-11,4
4364,231066,3763,5407,-4757,7,-9,10
4365,231103,3768,5409,-4741,0,-6,10
4366,231146,3757,5446,-4734,3,-10,4
4367,231171,3734,5446,-4727,0,-4,-1
4368,231186,3765,5452,-4754,-6,-2,-3
4369,231202,3768,5434,-4728,-14,0,-6
4370,231218,3742,5417,-4712,-13,3,-11
4371,231242,3745,5421,-4720,-2,4,-7
