seq,timestamp_ms,ax,ay,az,gx,gy,gz
3169,198959,3504,5502,-4787,8,11,42
3170,198974,3495,5508,-4843,17,7,39
3171,199038,3648,5573,-4819,17,0,26
3172,199064,3598,5585,-4802,4,2,13
3173,199080,3543,5559,-4777,1,6,4
3174,199095,3519,5551,-4785,-3,9,1
3175,199111,3504,5530,-4805,-9,10,-3
3176,199127,3529,5519,-4815,-12,10,-5
3177,199147,3565,5510,-4796,-11,9,-5
3178,199212,3522,5513,-4837,-10,8,-4
3179,199238,3492,5493,-4778,-11,6,0
3180,199253,3502,5506,-4766,2,4,2
3181,199272,3538,5528,-4799,12,2,3
3182,199300,3600,5526,-4820,6,3,5
3183,199369,3511,5534,-4795,5,1,-2
3184,199386,3527,5539,-4851,9,2,3
3185,199404,3549,5528,-4815,-8,1,-1
3186,199421,3566,5526,-4776,-13,0,-2
3187,199476,3558,5502,-4834,1,2,0
3188,199501,3551,5518,-4803,-8,3,-1
3189,199516,3566,5541,-4765,-3,4,3
3190,199532,3564,5541,-4768,1,4,5
3191,199548,3532,5515,-4815,0,6,0
3192,199566,3523,5495,-4795,-5,6,1
3193,199589,3556,5505,-4816,1,3,0
3194,199657,3554,5529,-4839,5,5,2
3195,199685,3562,5497,-4780,-17,10,-3
3196,199703,3555,5501,-4790,-9,7,-3
3197,199720,3561,5519,-4776,8,6,-2
3198,199735,3561,5503,-4810,13,5,-3
3199,199796,3574,5519,-4801,-7,6,-3
3200,199824,3551,5508,-4819,-8,7,-1
3201,199840,3521,5509,-4786,-8,7,-4
3202,199855,3503,5512,-4776,-7,6,-1
3203,199871,3521,5520,-4817,0,5,2
3204,199894,3540,5502,-4772,-6,7,6
3205,199943,3552,5545,-4796,0,5,3
3206,199973,3523,5521,-4822,-11,8,0
3207,199990,3507,5527,-4799,-11,5,3
3208,200006,3537,5536,-4801,-9,4,4
3209,200022,3569,5518,-4793,-4,5,4
3210,200045,3549,5512,-4786,-4,4,3
3211,200090,3542,5493,-4749,-16,8,10
3212,200116,3566,5504,-4789,10,7,10
3213,200139,3568,5547,-4837,12,3,10
3214,200154,3551,5496,-4785,2,2,10
3215,200170,3542,5499,-4764,5,2,12
3216,200194,3570,5511,-4802,12,5,13
3217,200246,3555,5523,-4781,-2,2,13
3218,200271,3593,5494,-4779,11,-1,12
3219,200288,3558,5527,-4855,13,0,9
3220,200305,3585,5523,-4813,-2,-3,7
3221,200322,3581,5493,-4788,-3,0,6
3222,200347,3540,5542,-4795,1,1,1
3223,200409,3557,5502,-4810,-1,4,-3
3224,200430,3551,5484,-4779,-2,7,2
3225,200447,3571,5489,-4799,2,7,4
3226,200463,3578,5486,-4827,-2,6,5
3227,200478,3576,5515,-4808,1,5,2
3228,200528,3556,5508,-4816,13,6,7
3229,200566,3601,5508,-4818,-5,5,5
3230,200582,3565,5491,-4795,-6,8,6
3231,200599,3574,5470,-4766,-2,7,6
3232,200620,3556,5518,-4843,3,8,5
3233,200643,3558,5470,-4830,-6,9,14
3234,200706,3584,5513,-4800,2,6,12
3235,200728,3611,5505,-4779,8,3,10
3236,200745,3610,5529,-4826,9,6,2
3237,200763,3575,5504,-4804,1,6,1
3238,200778,3566,5499,-4799,-1,5,-2
3239,200831,3587,5503,-4809,1,9,-9
3240,200863,3590,5485,-4796,-6,10,-13
3241,200878,3565,5480,-4799,-6,9,-14
3242,200894,3538,5491,-4797,-3,7,-12
3243,200910,3533,5485,-4806,-3,6,-9
3244,200926,3567,5441,-4792,2,5,1
3245,200984,3593,5499,-4832,11,2,5
3246,201020,3545,5494,-4811,5,1,9
3247,201038,3576,5506,-4797,4,2,7
3248,201055,3593,5474,-4814,13,3,3
3249,201074,3581,5492,-4821,14,3,2
3250,201121,3604,5505,-4812,-6,4,-2
3251,201159,3574,5485,-4809,7,5,-2
3252,201182,3570,5478,-4835,4,6,3
3253,201198,3581,5482,-4817,-8,8,-1
3254,201216,3581,5469,-4801,-2,7,0
3255,201242,3598,5493,-4811,8,8,1
3256,201315,3572,5464,-4786,4,8,11
3257,201331,3621,5491,-4828,16,5,10
3258,201349,3599,5482,-4826,18,5,8
3259,201366,3554,5477,-4814,9,3,12
3260,201388,3583,5453,-4815,14,6,14
3261,201410,3613,5515,-4878,10,4,6
3262,201459,3598,5483,-4774,7,6,3
3263,201495,3612,5480,-4851,-7,11,1
3264,201515,3597,5462,-4843,-9,10,-8
3265,201533,3548,5471,-4800,-7,10,-9
3266,201600,3603,5458,-4839,-3,8,0
3267,201624,3540,5471,-4807,0,2,3
3268,201644,3552,5434,-4810,0,2,10
3269,201662,3620,5458,-4848,8,2,12
3270,201679,3631,5464,-4844,5,0,8
3271,201704,3591,5474,-4796,0,-2,11
3272,201726,3609,5466,-4814,20,0,10
3273,201801,3589,5456,-4817,8,1,4
3274,201818,3589,5441,-4837,14,2,9
3275,201849,3609,5445,-4838,0,3,5
3276,201896,3584,5463,-4827,6,4,9
3277,201916,3572,5448,-4836,5,3,7
3278,201932,3569,5446,-4831,13,0,9
3279,201948,3612,5481,-4848,11,1,8
3280,201967,3624,5470,-4829,7,2,7
3281,201990,3620,5465,-4856,3,5,1
3282,202057,3592,5419,-4830,10,5,5
3283,202078,3618,5459,-4878,14,4,5
3284,202094,3628,5453,-4841,-3,6,5
3285,202110,3614,5426,-4814,3,6,8
3286,202126,3602,5449,-4831,5,6,5
3287,202149,3584,5452,-4872,2,5,4
3288,202211,3630,5470,-4862,11,5,3
3289,202232,3617,5442,-4824,1,7,0
3290,202248,3586,5431,-4808,4,6,-2
3291,202264,3626,5447,-4836,9,7,-1
3292,202279,3641,5434,-4845,9,7,2
3293,202302,3654,5434,-4877,7,6,1
3294,202365,3632,5448,-4839,4,11,-7
3295,202384,3611,5464,-4861,10,10,-6
3296,202399,3611,5446,-4879,5,11,-7
3297,202415,3628,5406,-4863,3,12,-7
3298,202431,3605,5413,-4843,0,13,-7
3299,202493,3620,5446,-4853,4,12,-5
3300,202518,3590,5425,-4816,6,9,-4
3301,202534,3596,5427,-4834,16,10,0
3302,202550,3615,5426,-4903,18,10,-3
3303,202566,3635,5425,-4906,10,12,-4
3304,202601,3577,5452,-4817,7,14,-6
3305,202652,3641,5402,-4876,9,12,3
3306,202672,3613,5413,-4841,5,13,-4
3307,202688,3620,5426,-4826,9,14,-4
3308,202704,3597,5450,-4883,16,13,-3
3309,202719,3604,5422,-4858,10,10,3
3310,202758,3609,5429,-4861,11,9,-3
3311,202807,3643,5428,-4800,2,11,-2
3312,202825,3622,5444,-4851,16,8,-7
3313,202840,3591,5433,-4863,7,14,-7
3314,202857,3599,5426,-4871,1,14,-5
3315,202873,3585,5411,-4865,-2,14,-6
3316,202919,3630,5431,-4827,11,15,2
3317,202966,3570,5437,-4848,-13,19,-5
3318,202982,3575,5412,-4822,-11,19,0
3319,202997,3635,5404,-4855,12,15,3
3320,203013,3618,5429,-4882,10,14,1
3321,203029,3620,5417,-4892,4,13,2
3322,203098,3646,5415,-4870,23,12,2
3323,203126,3673,5450,-4873,6,12,-1
3324,203142,3676,5449,-4850,4,12,-2
3325,203157,3612,5456,-4834,5,12,-15
3326,203174,3587,5448,-4857,7,13,-14
3327,203203,3591,5424,-4884,1,15,-18
3328,203265,3648,5417,-4876,13,11,-10
3329,203282,3619,5365,-4878,12,11,-6
3330,203297,3589,5394,-4875,4,10,-4
3331,203313,3576,5374,-4882,5,12,0
3332,203335,3599,5381,-4843,3,7,1
3333,203398,3666,5416,-4901,8,6,6
3334,203418,3647,5409,-4858,6,6,3
3335,203434,3628,5412,-4818,11,9,4
3336,203450,3641,5428,-4879,28,9,-2
3337,203466,3624,5444,-4938,18,8,-5
3338,203489,3607,5401,-4902,-7,14,-4
3339,203550,3613,5402,-4900,12,9,-2
3340,203572,3634,5354,-4901,5,9,4
3341,203588,3641,5368,-4886,8,9,2
3342,203607,3618,5385,-4899,9,7,0
3343,203627,3619,5393,-4850,9,7,3
3344,203687,3643,5375,-4887,5,8,8
3345,203711,3659,5383,-4890,7,8,2
3346,203728,3637,5412,-4868,11,6,1
3347,203747,3647,5380,-4880,14,7,2
3348,203765,3630,5378,-4889,14,10,2
3349,203780,3653,5368,-4888,17,8,4
3350,203796,3661,5392,-4910,17,10,0
3351,203812,3630,5406,-4893,7,10,-3
3352,203828,3640,5395,-4898,7,7,-1
3353,203844,3637,5380,-4891,7,7,-3
3354,203860,3623,5383,-4909,7,10,-2
3355,203885,3638,5364,-4915,5,4,0
3356,203926,3637,5361,-4946,11,5,-1
3357,203954,3624,5401,-4874,-6,9,-4
3358,203985,3679,5409,-4912,7,3,-4
3359,204010,3611,5374,-4879,3,5,-5
3360,204039,3632,5364,-4895,6,7,-7
3361,204057,3640,5358,-4895,0,8,-7
3362,204077,3648,5366,-4907,-3,9,-5
3363,204131,3617,5372,-4913,-4,8,-4
3364,204178,3633,5358,-4885,-8,4,4
3365,204194,3630,5358,-4887,3,2,3
3366,204210,3637,5384,-4920,6,1,4
3367,204226,3653,5387,-4891,0,3,5
3368,204261,3615,5374,-4904,-8,2,6
3369,204316,3610,5391,-4895,-2,9,-2
3370,204332,3658,5406,-4904,-3,9,-3
3371,204348,3666,5394,-4910,-4,7,-3
3372,204364,3664,5399,-4930,-3,7,-3
3373,204379,3645,5389,-4926,-8,8,-4
3374,204412,3605,5373,-4904,-14,5,-6
3375,204467,3654,5392,-4871,-6,3,5
3376,204486,3695,5392,-4905,-5,4,4
3377,204501,3707,5391,-4902,-7,6,1
3378,204518,3663,5441,-4894,-14,4,-7
3379,204534,3640,5419,-4885,-18,5,-8
3380,204590,3631,5413,-4878,-19,8,-11
3381,204633,3653,5398,-4898,-5,1,-18
3382,204649,3600,5392,-4898,-18,2,-11
3383,204665,3626,5373,-4898,-18,2,-6
3384,204680,3535,5368,-4864,-24,-1,-11
3385,204746,3647,5375,-4889,4,-1,9
3386,204770,3655,5385,-4851,11,-3,13
3387,204786,3609,5410,-4917,15,-1,9
3388,204801,3584,5406,-4871,-3,-1,16
3389,204818,3621,5402,-4881,1,-1,16
3390,204834,3619,5426,-4876,6,-1,13
3391,204868,3675,5411,-4864,5,0,6
3392,204893,3642,5396,-4872,-8,6,0
3393,204936,3620,5396,-4902,-2,5,0
3394,204954,3635,5412,-4926,-2,3,1
3395,204971,3605,5372,-4888,-18,4,2
3396,205018,3619,5400,-4853,-11,-1,1
3397,205066,3669,5416,-4906,-8,1,0
3398,205081,3671,5422,-4884,-13,3,0
3399,205098,3650,5406,-4840,-19,4,2
3400,205114,3641,5400,-4841,-4,0,-2
3401,205130,3619,5402,-4829,1,0,-3
3402,205160,3624,5432,-4882,6,4,-6
3403,205230,3652,5388,-4897,-1,7,-6
3404,205246,3576,5395,-4877,-15,9,-3
3405,205261,3580,5368,-4832,-21,8,2
3406,205277,3623,5374,-4861,0,0,8
3407,205331,3675,5412,-4855,-2,5,11
3408,205357,3623,5416,-4854,-6,2,10
3409,205373,3620,5397,-4846,-6,5,12
3410,205389,3618,5384,-4847,6,5,10
3411,205405,3617,5383,-4873,11,5,10
3412,205420,3661,5427,-4922,9,7,10
3413,205436,3665,5444,-4914,0,5,2
3414,205468,3624,5395,-4834,1,2,11
3415,205505,3626,5430,-4923,4,2,6
3416,205534,3668,5387,-4864,-12,0,6
3417,205550,3662,5405,-4879,2,-1,5
3418,205566,3643,5404,-4884,6,-3,5
3419,205581,3615,5404,-4860,-1,-2,5
3420,205603,3608,5407,-4888,-7,0,1
3421,205655,3654,5421,-4891,10,-3,0
3422,205703,3647,5399,-4844,16,0,-2
3423,205720,3653,5398,-4885,18,1,-1
3424,205745,3673,5395,-4890,8,6,-9
3425,205766,3632,5425,-4856,11,4,-13
3426,205822,3601,5419,-4952,4,10,-24
3427,205838,3619,5371,-4910,-15,14,-23
3428,205854,3616,5360,-4932,-17,8,-22
3429,205870,3575,5374,-4920,-15,6,-23
3430,205886,3625,5318,-4732,1,-2,4
3431,205955,3553,5394,-4846,3,5,-12
3432,205979,3515,5380,-4847,16,1,-8
3433,205998,3587,5370,-4875,47,-3,2
3434,206014,3681,5377,-4952,64,-8,3
3435,206030,3764,5444,-4983,34,2,-10
3436,206086,3586,5447,-4891,-10,12,-51
3437,206118,3499,5381,-4937,-16,10,-51
3438,206137,3505,5372,-4986,-21,10,-53
3439,206154,3482,5364,-4952,-50,9,-46
3440,206172,3501,5343,-4915,-55,-2,-27
3441,206226,3603,5424,-4932,4,-21,-13
3442,206262,3592,5415,-4794,-36,-16,-5
3443,206280,3665,5412,-4826,-3,-16,-10
3444,206298,3660,5454,-4893,13,-16,-17
3445,206314,3550,5503,-4912,7,-12,-28
3446,206331,3524,5482,-4877,-3,-11,-29
3447,206396,3565,5433,-4850,-23,0,-47
3448,206421,3535,5444,-4890,-10,1,-43
3449,206438,3512,5428,-4913,-12,1,-42
3450,206454,3430,5416,-4939,-20,2,-38
3451,206470,3428,5400,-4895,-31,4,-31
3452,206492,3551,5410,-4921,-8,-6,-11
3453,206555,3477,5477,-4916,5,-12,-2
3454,206580,3506,5458,-4934,-16,-6,0
3455,206596,3489,5435,-4859,-18,-8,-2
3456,206613,3529,5415,-4859,-7,-10,3
3457,206640,3578,5460,-4898,23,-7,1
3458,206663,3463,5495,-4950,2,-5,-1
3459,206690,3374,5454,-4840,-40,3,14
3460,206712,3427,5441,-4837,-24,-1,20
3461,206746,3563,5492,-4901,-2,1,24
3462,206762,3550,5526,-4949,-6,2,22
3463,206778,3516,5483,-4878,-41,8,26
3464,206820,3466,5413,-4862,-13,6,33
3465,206871,3556,5459,-4893,24,0,43
3466,206887,3582,5492,-4885,22,-1,40
3467,206903,3601,5497,-4881,22,0,35
3468,206919,3593,5485,-4833,24,0,25
3469,206935,3605,5481,-4868,31,3,18
3470,207000,3488,5492,-4863,-23,21,-16
3471,207028,3544,5442,-4897,-6,17,-24
3472,207044,3530,5412,-4918,-14,15,-21
3473,207061,3520,5395,-4845,-19,17,-13
3474,207078,3516,5392,-4831,-17,16,-9
3475,207140,3520,5429,-4892,2,12,13
3476,207165,3522,5454,-4883,8,5,13
3477,207181,3510,5489,-4878,9,4,10
3478,207197,3521,5480,-4872,8,2,11
3479,207213,3548,5461,-4853,9,4,10
3480,207229,3551,5426,-4872,9,7,10
3481,207291,3584,5450,-4875,5,4,2
3482,207317,3477,5464,-4856,9,2,-3
3483,207333,3501,5451,-4901,10,3,-1
3484,207349,3520,5483,-4902,-12,10,-4
3485,207364,3576,5415,-4876,-11,13,-1
3486,207388,3564,5434,-4889,4,10,-6
3487,207453,3523,5439,-4897,-5,8,2
3488,207470,3565,5439,-4871,-6,9,0
3489,207485,3561,5464,-4904,0,9,-2
3490,207501,3537,5419,-4849,0,7,1
3491,207517,3559,5442,-4875,4,7,1
3492,207533,3538,5453,-4906,6,9,-1
3493,207593,3550,5454,-4866,5,6,-3
3494,207629,3572,5442,-4876,-12,10,-4
3495,207645,3563,5450,-4875,-11,11,-5
3496,207662,3523,5464,-4892,-7,6,-5
3497,207678,3535,5449,-4914,-7,8,-3
3498,207736,3537,5420,-4867,-12,-1,6
3499,207767,3533,5464,-4870,1,-4,12
3500,207783,3568,5463,-4893,10,-4,15
3501,207801,3566,5433,-4872,0,-1,13
3502,207818,3581,5452,-4881,1,0,9
3503,207842,3540,5457,-4853,-4,2,9
3504,207911,3554,5464,-4893,-3,5,3
3505,207929,3568,5456,-4896,-17,6,-4
3506,207945,3556,5443,-4848,-19,7,-3
3507,207962,3568,5430,-4841,-13,9,0
3508,207989,3530,5461,-4886,-2,6,-2
3509,208055,3538,5439,-4858,-1,1,7
3510,208073,3552,5423,-4871,7,4,13
3511,208090,3576,5438,-4889,11,2,13
3512,208107,3543,5489,-4865,11,2,12
3513,208124,3543,5489,-4863,11,1,14
3514,208194,3591,5478,-4920,-1,5,3
3515,208218,3518,5449,-4828,-2,4,-1
3516,208235,3501,5454,-4832,2,5,-1
3517,208252,3557,5473,-4917,8,6,2
3518,208272,3594,5416,-4915,-14,9,5
3519,208308,3555,5403,-4853,-4,6,4
3520,208359,3520,5437,-4881,-7,5,14
3521,208381,3586,5440,-4891,3,5,13
3522,208398,3585,5429,-4881,5,3,12
3523,208415,3577,5436,-4866,2,4,7
3524,208438,3558,5451,-4876,2,2,9
3525,208461,3560,5450,-4854,-5,5,11
3526,208495,3585,5438,-4885,10,4,9
3527,208529,3595,5445,-4895,-2,7,6
3528,208555,3536,5429,-4857,-10,7,7
3529,208573,3541,5409,-4846,-4,4,10
3530,208598,3577,5422,-4924,10,1,12
3531,208671,3570,5426,-4892,6,-2,11
3532,208692,3568,5471,-4874,-9,2,6
3533,208709,3553,5420,-4843,0,-2,12
3534,208726,3578,5432,-4880,11,1,7
3535,208786,3575,5424,-4858,-14,7,-3
3536,208808,3555,5420,-4841,-7,5,1
3537,208831,3560,5419,-4873,3,4,2
3538,208848,3613,5392,-4936,3,9,0
3539,208866,3654,5447,-4927,-4,12,-8
3540,208883,3528,5429,-4874,-22,13,-18
3541,208942,3574,5414,-4893,18,4,-2
3542,208974,3564,5435,-4917,-13,11,-8
3543,208992,3558,5424,-4823,-20,9,-3
3544,209008,3560,5416,-4823,7,6,1
3545,209025,3553,5436,-4861,9,3,5
3546,209088,3569,5419,-4865,-10,4,1
3547,209120,3596,5426,-4907,2,3,5
3548,209137,3598,5467,-4911,1,1,1
3549,209153,3535,5418,-4840,-7,2,2
3550,209169,3565,5420,-4836,5,0,4
3551,209198,3600,5460,-4919,3,6,-3
3552,209264,3570,5404,-4888,15,1,0
3553,209282,3540,5456,-4916,-1,4,-2
3554,209301,3528,5445,-4894,-14,5,0
3555,209320,3604,5418,-4854,-8,2,5
3556,209344,3583,5427,-4857,10,3,2
3557,209369,3585,5441,-4914,13,6,2
3558,209426,3554,5423,-4833,8,5,-4
3559,209445,3544,5495,-4918,13,10,-9
3560,209462,3551,5405,-4914,1,5,-1
3561,209489,3557,5441,-4863,-14,12,-6
3562,209553,3572,5436,-4952,12,0,7
3563,209573,3596,5429,-4847,0,2,10
3564,209589,3559,5434,-4854,16,-2,8
3565,209614,3532,5443,-4919,10,-2,9
3566,209643,3572,5427,-4885,-3,-4,9
3567,209696,3632,5431,-4885,-3,1,1
3568,209716,3585,5438,-4920,-4,0,-2
3569,209732,3531,5419,-4864,-12,1,-2
3570,209747,3555,5408,-4880,-6,-1,1
3571,209763,3543,5414,-4898,-3,-1,-1
3572,209779,3592,5420,-4910,2,-1,0
3573,209816,3616,5412,-4893,-7,1,-1
3574,209846,3524,5434,-4878,-6,-2,1
3575,209869,3554,5418,-4882,-3,-4,4
3576,209893,3568,5410,-4907,-2,-3,2
3577,209912,3590,5407,-4866,-5,2,2
3578,209932,3575,5430,-4902,3,-1,2
3579,209957,3565,5440,-4875,-7,1,4
3580,209983,3546,5429,-4878,1,2,0
3581,210012,3515,5423,-4925,-1,3,1
3582,210039,3608,5396,-4895,0,5,4
3583,210055,3650,5466,-4900,0,13,-6
3584,210076,3501,5442,-4883,-2,5,-10
3585,210124,3550,5362,-4903,-10,6,-8
3586,210164,3584,5406,-4879,-1,11,-3
3587,210180,3562,5406,-4904,2,12,-2
3588,210196,3526,5430,-4882,-4,12,0
3589,210212,3530,5421,-4902,0,8,4
3590,210227,3549,5430,-4904,-2,10,6
3591,210287,3582,5463,-4910,11,12,1
3592,210321,3554,5436,-4860,7,10,-1
3593,210340,3564,5426,-4902,13,11,-1
3594,210356,3562,5423,-4933,8,11,-4
3595,210374,3570,5430,-4915,-7,14,-6
3596,210399,3597,5424,-4869,1,9,-1
3597,210464,3610,5399,-4910,-2,12,2
3598,210486,3589,5396,-4879,-4,11,-2
3599,210504,3548,5439,-4875,-2,12,0
3600,210521,3549,5444,-4884,6,7,3
3601,210545,3562,5422,-4900,2,4,8
3602,210621,3570,5432,-4893,-6,5,5
3603,210646,3560,5393,-4883,0,1,11
3604,210663,3571,5425,-4882,-3,1,9
3605,210692,3601,5415,-4882,-2,1,13
3606,210746,3590,5430,-4893,-1,2,9
3607,210765,3569,5399,-4874,-3,0,9
3608,210782,3579,5413,-4892,2,-2,9
3609,210799,3596,5409,-4921,1,1,5
3610,210816,3601,5433,-4894,-7,0,5
3611,210832,3607,5410,-4912,-8,-2,3
3612,210893,3567,5424,-4907,-3,-4,2
3613,210926,3638,5419,-4886,-14,-8,2
3614,210944,3637,5417,-4887,-10,-7,-2
3615,210962,3563,5424,-4886,-10,-8,-6
3616,210992,3537,5431,-4857,-20,-3,-2
3617,211050,3608,5442,-4893,-16,-1,-10
3618,211068,3563,5412,-4868,-21,-1,-8
3619,211089,3516,5420,-4852,-23,-1,-7
3620,211105,3547,5412,-4879,-13,-1,-5
3621,211121,3568,5421,-4873,-10,-2,-2
3622,211144,3588,5411,-4833,-7,-1,2
3623,211207,3529,5467,-4909,-29,-1,-2
3624,211227,3530,5393,-4801,-19,-4,7
3625,211243,3553,5451,-4846,8,-4,-2
3626,211259,3535,5488,-4861,5,-1,-3
3627,211275,3587,5433,-4869,-10,0,7
3628,211298,3627,5468,-4888,-17,6,3
3629,211368,3532,5438,-4892,-7,-2,-1
3630,211384,3559,5472,-4935,-19,-4,-2
3631,211401,3538,5466,-4898,-30,-5,1
3632,211417,3549,5428,-4822,-31,-9,7
3633,211440,3528,5430,-4859,-14,-12,10
3634,211508,3547,5465,-4857,-28,-11,7
3635,211526,3548,5470,-4846,-32,-9,5
3636,211545,3580,5468,-4836,-26,-6,3
3637,211561,3585,5477,-4842,-20,-4,-1
3638,211599,3546,5477,-4867,-36,-3,-1
3639,211656,3523,5478,-4865,-27,-9,0
3640,211677,3540,5457,-4816,-25,-10,6
3641,211695,3540,5473,-4832,-19,-10,5
3642,211713,3503,5537,-4827,-26,-11,2
3643,211729,3579,5503,-4822,-28,-12,15
3644,211798,3554,5498,-4872,-24,-15,7
3645,211825,3501,5513,-4826,-27,-22,5
3646,211843,3531,5478,-4817,-19,-24,6
3647,211862,3530,5484,-4894,-16,-27,7
3648,211879,3565,5468,-4944,-41,-26,10
3649,211927,3482,5492,-4833,-76,-39,9
3650,211973,3533,5507,-4943,-75,-50,33
3651,211990,3524,5495,-4967,-93,-50,35
3652,212008,3415,5434,-4817,-139,-52,50
3653,212027,3444,5431,-4803,-132,-58,70
3654,212076,3571,5472,-4802,-151,-81,112
3655,212122,3533,5584,-4756,-138,-95,116
3656,212140,3585,5661,-4825,-158,-100,111
3657,212158,3512,5633,-4767,-209,-96,116
3658,212175,3557,5587,-4693,-214,-99,109
3659,212205,3508,5631,-4794,-226,-110,105
3660,212228,3573,5582,-4717,-255,-115,116
3661,212291,3511,5395,-4372,-290,-126,166
3662,212309,3428,5705,-4538,-216,-142,165
3663,212327,3501,5649,-4510,-224,-149,219
3664,212363,3628,5836,-4481,-230,-144,207
3665,212412,3687,5866,-4387,-191,-133,173
3666,212429,3652,5954,-4416,-204,-131,156
3667,212447,3770,5833,-4382,-209,-126,148
3668,212464,3765,5821,-4287,-212,-114,126
3669,212489,3672,5915,-4298,-125,-109,56
3670,212560,3591,5769,-4167,-66,-83,35
3671,212578,3597,5787,-4070,-43,-74,36
3672,212596,3675,5801,-4248,41,-64,38
3673,212619,3649,5819,-4257,70,-46,29
3674,212646,3705,5882,-4340,99,-43,6
3675,212705,3744,5845,-4264,99,62,-59
3676,212721,3614,5852,-4336,85,97,-77
3677,212737,3618,5816,-4312,76,108,-75
3678,212753,3548,5757,-4228,96,129,-83
3679,212768,3494,5698,-4207,135,137,-82
3680,212793,3628,5689,-4371,225,167,-87
3681,212842,3755,5641,-4354,171,229,-96
3682,212873,3699,5639,-4280,232,282,-96
3683,212890,3717,5559,-4357,276,289,-92
3684,212906,3732,5601,-4513,342,289,-106
3685,212922,3702,5570,-4571,367,285,-111
3686,212949,3687,5756,-4815,356,275,-135
3687,213011,3704,5508,-4402,335,303,-121
3688,213028,3796,5361,-4536,384,329,-123
3689,213044,3838,5338,-4541,395,345,-137
3690,213060,3871,5282,-4604,424,371,-153
3691,213076,3915,5334,-5036,326,392,-144
3692,213097,3901,5526,-5387,42,408,-177
3693,213155,3926,5335,-4204,199,394,-126
3694,213190,4039,5554,-4655,411,362,-119
3695,213207,4071,5574,-4835,410,347,-112
3696,213225,4044,5471,-4999,304,319,-117
3697,213269,3956,5258,-4651,271,269,-136
3698,213307,3927,5293,-4776,344,230,-113
3699,213325,3966,5210,-4714,321,217,-97
3700,213343,4020,5083,-4689,309,215,-81
3701,213360,4108,5149,-4824,334,207,-75
3702,213377,4132,5134,-4863,327,210,-72
3703,213427,4053,4914,-5294,27,223,-80
3704,213455,4012,5195,-4399,48,243,-87
3705,213481,4201,5272,-4470,327,176,-62
3706,213498,4264,5331,-4783,381,160,-58
3707,213514,4135,5179,-5081,320,149,-62
3708,213532,4062,5088,-4790,233,169,-67
3709,213609,3980,5172,-4996,168,195,-123
3710,213638,4037,4950,-4706,183,176,-112
3711,213656,4277,4984,-4952,201,164,-133
3712,213672,4320,5024,-5063,186,167,-141
3713,213697,4245,4967,-4676,131,183,-145
3714,213773,4155,4898,-5033,147,169,-141
3715,213792,4122,4871,-4777,138,154,-130
3716,213810,4035,4913,-4999,183,135,-117
3717,213835,3996,4894,-4985,157,125,-82
3718,213901,4099,4972,-4985,51,76,-14
3719,213919,4210,4851,-4902,67,55,22
3720,213937,4280,4776,-4899,85,48,26
3721,213954,4389,4803,-5001,120,43,17
3722,213972,4420,4925,-5148,108,33,0
3723,214003,4249,5003,-5031,36,29,-14
3724,214032,4092,4981,-4911,11,18,-19
3725,214060,4088,4893,-4892,4,18,-5
3726,214088,4249,4816,-4865,23,27,-10
3727,214105,4374,4809,-4944,53,26,-5
3728,214122,4426,4757,-5074,47,29,-2
3729,214179,4268,4852,-5354,-79,-25,-25
3730,214212,3898,4882,-4800,-115,-81,-7
3731,214233,3967,4806,-4681,16,-94,59
3732,214250,4045,4777,-4785,31,-82,80
3733,214267,4234,4722,-4992,-4,-50,107
3734,214291,4494,4633,-4987,-28,-35,114
3735,214318,4630,4667,-4911,59,-43,86
3736,214373,4178,5046,-5251,13,-23,20
3737,214397,3744,4967,-4794,-107,-30,17
3738,214414,3754,4923,-4732,-56,-46,29
3739,214431,3946,4854,-4689,65,-53,44
3740,214462,4523,4801,-4935,142,-22,25
3741,214532,4164,4849,-4985,-56,72,-82
3742,214550,4122,4808,-5027,-7,52,-58
3743,214568,4151,4907,-5285,13,22,-60
3744,214597,4055,5013,-5279,-103,-37,-69
3745,214658,4057,4823,-4789,-55,-83,-34
3746,214679,4221,4760,-4977,-52,-49,-8
3747,214697,4277,4745,-4988,-66,-35,-2
3748,214715,4332,4738,-4910,-81,-14,3
3749,214732,4345,4735,-4883,-46,-6,12
3750,214794,4122,4996,-5170,17,-19,11
3751,214816,4005,5008,-5129,-36,-32,7
3752,214839,4015,4998,-4989,-53,-48,11
3753,214856,4146,5001,-5099,-30,-73,0
3754,214873,4224,5039,-5186,-56,-87,-13
3755,214925,4001,4822,-4874,-114,-93,-26
3756,214963,4125,4791,-4937,-50,-76,5
3757,214979,4168,4765,-4885,-38,-70,15
3758,214995,4211,4834,-4943,2,-69,13
3759,215010,4171,4939,-5023,5,-68,8
3760,215026,4079,5076,-5061,-37,-59,2
3761,215086,3832,4919,-4833,-94,-31,30
3762,215116,4312,5011,-5053,-60,-8,8
3763,215132,4378,5140,-5181,-66,-14,-16
3764,215152,4248,5266,-5167,-116,-24,-54
3765,215168,4041,5188,-4953,-142,-44,-60
3766,215190,3944,5114,-4815,-109,-54,-62
3767,215229,3934,5081,-4947,-59,-74,-68
3768,215272,4081,4997,-4733,7,-45,-59
3769,215289,4059,5086,-4956,47,-25,-70
3770,215305,4037,5117,-5022,24,-14,-69
3771,215321,3946,5095,-4948,-34,4,-62
